market,q,coverage,failure_class,searches,deads,thin_n,max_sim,nearest_title
PL,city tour,stocked,F2_language,2,2,True,0.495267568326319,Zwiedzanie z Przewodnikiem
GB,city touur,absent,F1_silent_substitution,1,1,True,0.395521166610048,Guided City Tour
GB,city tuur,absent,F1_silent_substitution,1,0,True,0.335775474561857,Guided City Tour
GB,cityitour,absent,F1_silent_substitution,1,0,True,0.560410759289954,Guided City Tour
ES,clae de yoga,plausible,BASELINE_still_40pct_dead,1,0,True,0.46064083630078,Pase de Gimnasio
ES,clase  de yoga,plausible,F5_ranking,1,1,True,0.517202876781262,Entrenamiento Personal
ES,clase de yoga,plausible,BASELINE_still_40pct_dead,69,25,False,0.517202876781262,Entrenamiento Personal
ES,clse de yoga,plausible,BASELINE_still_40pct_dead,1,0,True,0.514921387850776,Tratamiento de Bienestar
FR,coach spartif,stocked,BASELINE_still_40pct_dead,1,0,True,0.562942877517449,Coaching Personnel
FR,coach sportif,stocked,F5_ranking,37,18,False,0.626313772483222,Coaching Personnel
FR,coach sportiif,absent,F1_silent_substitution,2,2,True,0.676281290941104,Coaching Personnel
FR,coach spoutif,absent,F1_silent_substitution,1,0,True,0.533721188819771,Coaching Personnel
FR,coach spportif,absent,F1_silent_substitution,1,1,True,0.483344965184615,Coaching Personnel
FR,coach sprtif,absent,F1_silent_substitution,1,1,True,0.452498890160985,Coaching Personnel
FR,coiefeur,absent,F1_silent_substitution,1,0,True,0.395341999995861,Visite Guidée
FR,coiffeeur,absent,F1_silent_substitution,1,0,True,0.309311005895065,Visite Guidée
FR,coiffer,absent,F1_silent_substitution,1,1,True,0.235192214726259,Session Karting
FR,coiffeur,stocked,BASELINE_still_40pct_dead,51,13,False,0.653731691214776,Coupe & Coiffage
FR,coifffeur,absent,F1_silent_substitution,1,0,True,0.23774100080669,Soin du Visage
FR,coloation,absent,F1_silent_substitution,2,2,True,0.312414592114288,Manucure & Pédicure
FR,coloraation,absent,F1_silent_substitution,1,0,True,0.340097976823726,Soin du Visage
FR,coloration,stocked,BASELINE_still_40pct_dead,53,22,False,0.353570748440228,Soin du Visage
DE,couples massage,stocked,F2_language,1,1,True,0.603471610033365,Wohlfühl-Massage
ES,couples massage,stocked,F2_language,8,6,True,0.56993034961334,Sesión de Masaje y Spa
FR,couples massage,stocked,F2_language,8,4,True,0.598616373786469,Forfait Massage Bien-être
GB,couples massage,stocked,BASELINE_still_40pct_dead,70,29,False,0.582345992679874,Full Body Massage Package
PL,couples massage,stocked,F2_language,2,1,True,0.632299680072251,Masaż Relaksacyjny Pakiet
GB,couples massagge,absent,F1_silent_substitution,1,0,True,0.164930347767043,Three-Course Meal for Two
GB,couplesmassage,stocked,BASELINE_still_40pct_dead,1,0,True,0.574128133266434,Full Body Massage Package
GB,couplles massage,stocked,F5_ranking,2,1,True,0.654683485951631,Full Body Massage Package
FR,cours de  yoga,plausible,BASELINE_still_40pct_dead,1,0,True,0.518881559371948,Modelage Détente
FR,cours de yoga,plausible,BASELINE_still_40pct_dead,42,12,False,0.518881559371948,Modelage Détente
FR,crêeerie,absent,F4_supply_void,1,1,True,0.399970549328558,Visite Guidée
FR,crêperie,plausible,BASELINE_still_40pct_dead,41,16,False,0.497907936323649,Menu Dégustation
FR,crêpperie,absent,F1_silent_substitution,1,0,True,0.319111501296231,Expérience Escape Game
FR,crosafit,absent,F1_silent_substitution,1,1,True,0.232941015538108,Soin du Visage
DE,crosfit,absent,F1_silent_substitution,1,1,True,0.300983846187626,Maniküre & Pediküre
FR,crosfit,absent,F1_silent_substitution,1,0,True,0.246564494630997,Soin du Visage
PL,crosfit,absent,F1_silent_substitution,1,1,True,0.242970037413224,Karnet na Siłownię
PL,crosifit,absent,F1_silent_substitution,1,0,True,0.207601989483372,Zabieg na Twarz
ES,crossffit,absent,F1_silent_substitution,1,0,True,0.262582341547265,Sesión de Karting
FR,crossffit,absent,F4_supply_void,1,1,True,0.25870442182914,Expérience Escape Game
ES,crossfiit,plausible,F2_language,1,1,True,0.300051438796254,Sesión de Karting
GB,crossfiit,plausible,F5_ranking,1,1,True,0.278243245502585,Go-Karting Session
DE,crossfit,plausible,F5_ranking,62,28,False,0.254326383496944,Maniküre & Pediküre
ES,crossfit,plausible,BASELINE_still_40pct_dead,72,31,False,0.311953823785609,Pase de Gimnasio
FR,crossfit,plausible,F3_geographic,59,27,False,0.246733970064127,Session Karting
GB,crossfit,plausible,BASELINE_still_40pct_dead,84,30,False,0.26975549209381,Go-Karting Session
PL,crossfit,plausible,F5_ranking,22,13,False,0.301542970860077,Karnet na Siłownię
ES,crossft,absent,F1_silent_substitution,2,1,True,0.258465447422818,Sesión de Karting
FR,crossft,absent,F1_silent_substitution,1,0,True,0.24637285091111,Expérience Escape Game
FR,crossit,absent,F1_silent_substitution,1,1,True,0.235679998335966,Visite Guidée
DE,crossoit,absent,F1_silent_substitution,1,0,True,0.245030463926744,Maniküre & Pediküre
DE,crosssfit,absent,F1_silent_substitution,2,1,True,0.225739368972654,Kartbahn Rennen
ES,crosssfit,absent,F1_silent_substitution,2,1,True,0.237059913837976,Sesión de Karting
DE,crrossfit,plausible,F2_language,1,1,True,0.253716408320394,Maniküre & Pediküre
ES,crrossfit,plausible,F2_language,1,1,True,0.238254319902115,Sesión de Karting
GB,crrossfit,plausible,BASELINE_still_40pct_dead,1,0,True,0.168379584284613,Go-Karting Session
ES,crssfit,absent,F1_silent_substitution,1,0,True,0.282097748401473,Sesión de Karting
FR,curs de yoga,plausible,F5_ranking,1,1,True,0.512487947940826,Modelage Détente
GB,deep tissue aassage,stocked,F5_ranking,1,1,True,0.223041556919746,Facial Treatment
DE,deep tissue massage,stocked,F2_language,11,7,False,0.56696892955143,Wohlfühl-Massage
ES,deep tissue massage,stocked,F2_language,8,7,True,0.520981933895027,Circuito Spa con Masaje
FR,deep tissue massage,stocked,F2_language,6,5,True,0.54233887539279,Forfait Massage Bien-être
GB,deep tissue massage,stocked,BASELINE_still_40pct_dead,77,31,False,0.576702814888299,Full Body Massage Package
PL,deep tissue massage,stocked,F2_language,5,3,True,0.597085107589022,Masaż Relaksacyjny Pakiet
GB,deep tissue masssage,stocked,F5_ranking,1,1,True,0.169391274452209,Full Body Massage Package
GB,deep tissue mssage,stocked,F5_ranking,1,1,True,0.19985423982144,Facial Treatment
GB,deep tissuo massage,stocked,BASELINE_still_40pct_dead,1,0,True,0.586765523781065,Full Body Massage Package
GB,deep tissuue massage,stocked,BASELINE_still_40pct_dead,1,0,True,0.586654733020636,Full Body Massage Package
GB,deeptissue massage,stocked,F5_ranking,1,1,True,0.563045136565554,Full Body Massage Package
GB,dep tissue massage,stocked,BASELINE_still_40pct_dead,1,0,True,0.602257108150235,Full Body Massage Package
GB,eaelash extensions,absent,F1_silent_substitution,1,0,True,0.174239977293047,Unlimited Fitness Classes
GB,eelash extensions,absent,F1_silent_substitution,1,0,True,0.25933526289429,Unlimited Fitness Classes
ES,entrenadoor personal,absent,F1_silent_substitution,2,0,True,0.567591881421168,Entrenamiento Personal
ES,entrenador personal,stocked,BASELINE_still_40pct_dead,56,16,False,0.578304287902762,Entrenamiento Personal
ES,entrenadorpersonal,absent,F1_silent_substitution,1,0,True,0.561819689328065,Entrenamiento Personal
ES,entrnador personal,absent,F4_supply_void,1,1,True,0.335979789732098,Experiencia Escape Room
ES,entrrenador personal,absent,F4_supply_void,1,1,True,0.394867636608733,Experiencia Escape Room
FR,esape game,absent,F4_supply_void,1,1,True,0.52290213108072,Expérience Escape Game
DE,esape room,absent,F1_silent_substitution,1,0,True,0.571565551441734,Escape Room Erlebnis
PL,escaape room,absent,F1_silent_substitution,1,1,True,0.532801524544493,Escape Room Przygoda
ES,escae room,absent,F1_silent_substitution,1,0,True,0.543898257249514,Experiencia Escape Room
FR,escaie game,absent,F1_silent_substitution,1,0,True,0.476751751675701,Expérience Escape Game
FR,escape ame,stocked,BASELINE_still_40pct_dead,1,0,True,0.480196954000247,Expérience Escape Game
FR,escape game,stocked,F3_geographic,52,27,False,0.73644092239548,Expérience Escape Game
ES,escape reom,stocked,BASELINE_still_40pct_dead,1,0,True,0.387545260797845,Experiencia Escape Room
GB,escape rom,stocked,BASELINE_still_40pct_dead,2,0,True,0.459557591333908,Escape Room Experience
DE,escape room,stocked,F3_geographic,56,28,False,0.753705394377267,Escape Room Erlebnis
ES,escape room,stocked,BASELINE_still_40pct_dead,60,18,False,0.787364660316533,Experiencia Escape Room
FR,escape room,stocked,F5_ranking,5,5,True,0.655401281009864,Expérience Escape Game
GB,escape room,stocked,BASELINE_still_40pct_dead,87,28,False,0.735005354283748,Escape Room Experience
PL,escape room,stocked,F3_geographic,21,12,False,0.741991925600941,Escape Room Przygoda
DE,escape rooom,stocked,F2_language,1,1,True,0.534911572933201,Escape Room Erlebnis
GB,escape rooom,stocked,BASELINE_still_40pct_dead,1,0,True,0.531112952100698,Escape Room Experience
GB,escape rroom,stocked,BASELINE_still_40pct_dead,1,0,True,0.636893689632579,Escape Room Experience
ES,escapee room,stocked,BASELINE_still_40pct_dead,1,0,True,0.778644508992405,Experiencia Escape Room
DE,escaperoom,stocked,BASELINE_still_40pct_dead,1,0,True,0.753098263413244,Escape Room Erlebnis
ES,escaperoom,stocked,F5_ranking,2,2,True,0.794181182081282,Experiencia Escape Room
FR,escapu game,absent,F1_silent_substitution,1,1,True,0.567830641370629,Expérience Escape Game
ES,escpe room,stocked,BASELINE_still_40pct_dead,1,0,True,0.479216975440428,Experiencia Escape Room
GB,escpe room,stocked,F5_ranking,2,1,True,0.389240933747316,Escape Room Experience
ES,extensaones pestañas,absent,F1_silent_substitution,1,1,True,0.332926015520441,Sesión de Karting
FR,extension de cels,absent,F4_supply_void,1,1,True,0.274207380508499,Session Karting
FR,extension de cils,absent,F1_silent_substitution,58,20,False,0.283373287815658,Session Karting
ES,extensiones pestañas,absent,F1_silent_substitution,52,25,False,0.311417498597804,Sesión de Karting
ES,extensiones pestñas,absent,F1_silent_substitution,1,1,True,0.238771274016698,Sesión de Karting
ES,extensiones peutañas,absent,F1_silent_substitution,1,0,True,0.249660983883764,Sesión de Karting
ES,extensioones pestañas,absent,F4_supply_void,1,1,True,0.311648007329943,Circuito Spa con Masaje
FR,exttension de cils,absent,F1_silent_substitution,1,1,True,0.22878787680106,Session Karting
GB,eyelasa extensions,absent,F1_silent_substitution,1,0,True,0.234923359137409,Facial Treatment
GB,eyelash extensiens,absent,F1_silent_substitution,1,1,True,0.400834769134964,Facial Treatment
DE,eyelash extensions,absent,F1_silent_substitution,4,4,True,0.401038540214364,Gesichtsbehandlung
ES,eyelash extensions,absent,F1_silent_substitution,5,5,True,0.400327706503009,Tratamiento Facial
FR,eyelash extensions,absent,F1_silent_substitution,5,1,True,0.390677917281543,Soin du Visage
GB,eyelash extensions,absent,F1_silent_substitution,87,38,False,0.396356844142057,Facial Treatment
GB,eyelash extesions,absent,F1_silent_substitution,2,1,True,0.412447603065636,Facial Treatment
GB,eyelashextensions,absent,F1_silent_substitution,1,0,True,0.34183048746144,Facial Treatment
GB,faccial,absent,F1_silent_substitution,1,0,True,0.487639456250657,Facial Treatment
DE,facial,stocked,F2_language,4,4,True,0.564747337063659,Gesichtsbehandlung
ES,facial,stocked,F2_language,7,6,True,0.622067450078706,Tratamiento Facial
FR,facial,stocked,F2_language,4,4,True,0.619141482166097,Soin du Visage
GB,facial,stocked,BASELINE_still_40pct_dead,86,35,False,0.589827762215385,Facial Treatment
PL,facial,stocked,F2_language,5,5,True,0.553073425200034,Zabieg na Twarz
GB,facil,absent,F4_supply_void,1,1,True,0.307094025802933,Go-Karting Session
DE,fallsahirmspringen,absent,F4_supply_void,1,1,True,0.349321472321259,Maniküre & Pediküre
DE,fallschirmspringen,absent,F4_supply_void,64,64,False,0.176737787140238,Kartbahn Rennen
DE,fallschirmspringn,absent,F4_supply_void,1,1,True,0.180767725407504,Kartbahn Rennen
DE,fallschirmspringun,absent,F4_supply_void,1,1,True,0.173141463483253,Kartbahn Rennen
DE,fallschirmsprinien,absent,F4_supply_void,1,1,True,0.166118090384121,Escape Room Erlebnis
DE,fallschirmsspringen,absent,F4_supply_void,1,1,True,0.154072500246185,Kartbahn Rennen
DE,fallschirrmspringen,absent,F4_supply_void,1,1,True,0.315496673552398,Maniküre & Pediküre
DE,fallschirspringen,absent,F4_supply_void,1,1,True,0.276693837445631,Maniküre & Pediküre
DE,fallscirmspringen,absent,F4_supply_void,1,1,True,0.242833149423136,Kartbahn Rennen
DE,fallshirmspringen,absent,F4_supply_void,1,1,True,0.28226870923971,Kartbahn Rennen
GB,fcial,absent,F1_silent_substitution,1,0,True,0.201183736324316,Facial Treatment
DE,finessstudio,absent,F1_silent_substitution,1,1,True,0.376256197990475,Maniküre & Pediküre
DE,fitnessatudio,stocked,BASELINE_still_40pct_dead,1,0,True,0.589816301344597,Unbegrenzte Kurse
DE,fitnessstodio,stocked,BASELINE_still_40pct_dead,1,0,True,0.725262881643107,Fitnessstudio Mitgliedschaft
DE,fitnessstudio,stocked,F5_ranking,46,23,False,0.760773761134083,Fitnessstudio Mitgliedschaft
DE,fitnessstuduo,stocked,F5_ranking,1,1,True,0.686528594614381,Unbegrenzte Kurse
DE,fitnessstuiio,stocked,BASELINE_still_40pct_dead,1,0,True,0.605794487395087,Unbegrenzte Kurse
DE,fitnessstuudio,stocked,F5_ranking,1,1,True,0.676122808146423,Unbegrenzte Kurse
DE,fitnesstudio,stocked,BASELINE_still_40pct_dead,1,0,True,0.682153012394771,Fitnessstudio Mitgliedschaft
DE,friser,absent,F1_silent_substitution,1,1,True,0.397998045920394,Maniküre & Pediküre
DE,friseur,stocked,BASELINE_still_40pct_dead,45,17,False,0.577530138948651,Haarschnitt & Styling
DE,friseuur,absent,F4_supply_void,1,1,True,0.395770310095079,Kartbahn Rennen
DE,frisseur,absent,F1_silent_substitution,1,0,True,0.33891667045408,Degustationsmenü
PL,fryzjer,stocked,F5_ranking,31,17,False,0.558291415862695,Strzyżenie i Stylizacja
DE,gesichtsbehandlung,stocked,BASELINE_still_40pct_dead,54,22,False,0.503181098374811,Entspannungs-Behandlung im Spa
DE,gesichtsbehandlunng,stocked,F5_ranking,1,1,True,0.401077627172208,Wohlfühl-Massage
DE,gesichtsbehndlung,stocked,BASELINE_still_40pct_dead,1,0,True,0.395191731934732,Wohlfühl-Massage
ES,gimnaoio,absent,F1_silent_substitution,1,0,True,0.347512881169006,Cena con Maridaje
ES,gimnasio,stocked,BASELINE_still_40pct_dead,55,21,False,0.633724519505515,Pase de Gimnasio
ES,gimnesio,absent,F1_silent_substitution,1,1,True,0.373109232577957,Clases Ilimitadas
ES,gmnasio,absent,F1_silent_substitution,1,1,True,0.27403173825489,Circuito Spa con Masaje
GB,go iarting,absent,F1_silent_substitution,1,1,True,0.357130695666956,Go-Karting Session
GB,go karoing,absent,F1_silent_substitution,1,0,True,0.484771714068313,Go-Karting Session
GB,go kartiing,absent,F1_silent_substitution,1,1,True,0.403885239015364,Go-Karting Session
DE,go karting,stocked,F2_language,5,4,True,0.390143169024534,Kartbahn Rennen
ES,go karting,stocked,F2_language,5,3,True,0.446690410978344,Sesión de Karting
FR,go karting,stocked,F2_language,4,4,True,0.471914735740881,Session Karting
GB,go karting,stocked,BASELINE_still_40pct_dead,73,24,False,0.543113088821483,Go-Karting Session
PL,go karting,stocked,F2_language,4,3,True,0.532303459733288,Tor Kartingowy
GB,go kartiug,absent,F1_silent_substitution,1,1,True,0.31313355823954,Go-Karting Session
GB,go karuing,absent,F4_supply_void,1,1,True,0.488926316647795,Go-Karting Session
GB,go krting,absent,F1_silent_substitution,1,1,True,0.533982006960108,Go-Karting Session
PL,gokarty,stocked,BASELINE_still_40pct_dead,29,10,False,0.261386378920891,Tor Kartingowy
PL,gokary,absent,F1_silent_substitution,2,0,True,0.248332695067293,Tor Kartingowy
DE,gym,stocked,F2_language,9,6,True,0.559440355200912,Fitnessstudio Mitgliedschaft
ES,gym,stocked,F2_language,3,3,True,0.663496632142586,Pase de Gimnasio
FR,gym,stocked,F2_language,8,7,True,0.587117363558334,Abonnement Salle de Sport
GB,gym,stocked,BASELINE_still_40pct_dead,88,30,False,0.654707154351243,Gym Membership Pass
PL,gym,stocked,F2_language,1,1,True,0.638302619153821,Karnet na Siłownię
DE,haaare färben,stocked,BASELINE_still_40pct_dead,1,0,True,0.361710433634441,Maniküre & Pediküre
DE,haare färben,stocked,F3_geographic,48,23,False,0.514201249420279,Haarschnitt & Styling
GB,haio colour,absent,F1_silent_substitution,1,1,True,0.278807301947845,Hair Styling & Cut
GB,hair color,stocked,F5_ranking,1,1,True,0.584757636160606,Hair Styling & Cut
DE,hair colour,stocked,F2_language,3,3,True,0.443417084959987,Haarschnitt & Styling
ES,hair colour,stocked,F2_language,3,3,True,0.564215993384847,Corte y Peinado
FR,hair colour,stocked,F2_language,3,3,True,0.553094166303461,Coupe & Coiffage
GB,hair colour,stocked,BASELINE_still_40pct_dead,85,34,False,0.581169661280205,Hair Styling & Cut
PL,hair colour,stocked,F2_language,4,4,True,0.541919635176456,Strzyżenie i Stylizacja
GB,hair couour,absent,F1_silent_substitution,1,0,True,0.615675697020648,Hair Styling & Cut
DE,haircut,stocked,F2_language,3,3,True,0.507584091384877,Haarschnitt & Styling
ES,haircut,stocked,F2_language,7,7,True,0.712473609672014,Corte y Peinado
FR,haircut,stocked,F2_language,8,7,True,0.625518705618721,Coupe & Coiffage
GB,haircut,stocked,BASELINE_still_40pct_dead,79,23,False,0.73140277966115,Hair Styling & Cut
PL,haircut,stocked,F2_language,2,2,True,0.627462915342268,Strzyżenie i Stylizacja
GB,haircuut,absent,F1_silent_substitution,3,1,True,0.625030852856119,Hair Styling & Cut
GB,hairut,absent,F1_silent_substitution,2,0,True,0.161110067036168,Go-Karting Session
ES,hambuguesa,absent,F1_silent_substitution,1,0,True,0.484670139708452,Menú de 3 Platos para Dos
ES,hambuoguesa,absent,F1_silent_substitution,1,0,True,0.417275189918191,Menú Degustación
ES,hamburguesa,plausible,BASELINE_still_40pct_dead,52,20,False,0.361977556721538,Menú de 3 Platos para Dos
ES,hamburrguesa,absent,F1_silent_substitution,1,1,True,0.397327767687701,Cena con Maridaje
DE,hare färben,stocked,BASELINE_still_40pct_dead,1,0,True,0.1938356854328,Maniküre & Pediküre
DE,hbschrauber rundflug,absent,F4_supply_void,1,1,True,0.172101924924322,Stadtführung
DE,heeißluftballon fahrt,absent,F4_supply_void,1,1,True,0.247972837432742,Kartbahn Rennen
DE,heißlftballon fahrt,absent,F4_supply_void,1,1,True,0.361320121445734,Kartbahn Rennen
DE,heißluetballon fahrt,absent,F4_supply_void,1,1,True,0.303977635604696,Kartbahn Rennen
DE,heißlufftballon fahrt,absent,F4_supply_void,1,1,True,0.390545563762921,Kartbahn Rennen
DE,heißluftbaelon fahrt,absent,F4_supply_void,1,1,True,0.341101846957686,Kartbahn Rennen
DE,heißluftballon eahrt,absent,F4_supply_void,1,1,True,0.182354431116901,Entspannungs-Behandlung im Spa
DE,heißluftballon faahrt,absent,F4_supply_void,1,1,True,0.184617755505177,Entspannungs-Behandlung im Spa
DE,heißluftballon fahit,absent,F4_supply_void,1,1,True,0.240387415370724,Degustationsmenü
DE,heißluftballon fahrt,absent,F4_supply_void,59,59,False,0.265001751185306,Kartbahn Rennen
DE,heißluftballonefahrt,absent,F4_supply_void,1,1,True,0.26720699897209,Kartbahn Rennen
DE,heißluftbalon fahrt,absent,F4_supply_void,1,1,True,0.31879388506085,Kartbahn Rennen
DE,heißlutballon fahrt,absent,F4_supply_void,1,1,True,0.335277558763665,Kartbahn Rennen
GB,heliaopter tour,absent,F4_supply_void,1,1,True,0.285554174980523,Guided City Tour
GB,heliccopter tour,absent,F4_supply_void,1,1,True,0.325431888986676,Guided City Tour
GB,helicopaer tour,absent,F4_supply_void,1,1,True,0.337397871221283,Guided City Tour
GB,helicopeer tour,absent,F4_supply_void,1,1,True,0.302339982149661,Guided City Tour
GB,helicopter our,absent,F4_supply_void,1,1,True,0.156144809880951,Go-Karting Session
GB,helicopter tour,absent,F4_supply_void,100,100,False,0.225770018765373,Guided City Tour
GB,hircut,absent,F1_silent_substitution,1,0,True,0.0623977929597554,Guided City Tour
GB,ho air balloon ride,absent,F4_supply_void,1,1,True,0.217265785362139,Go-Karting Session
GB,hot air balloon rde,absent,F4_supply_void,1,1,True,0.166653558618909,Gym Membership Pass
GB,hot air balloon ride,absent,F4_supply_void,94,94,False,0.228854213189293,Gym Membership Pass
GB,hot air ballooon ride,absent,F4_supply_void,1,1,True,0.235551875234675,Gym Membership Pass
GB,hot air bballoon ride,absent,F4_supply_void,2,2,True,0.327138026186241,Gym Membership Pass
