low,false_confident,false_abstain,fc_searches,fa_searches,n_absent,n_stocked
0.24,0.7665903890160183,0.041401273885350316,0.554228855721393,0.0021731862253426947,437,314
0.245,0.7528604118993135,0.044585987261146494,0.5373134328358209,0.002340354396522902,437,314
0.25,0.7368421052631579,0.054140127388535034,0.5346600331674959,0.021230357739886324,437,314
0.255,0.7116704805491991,0.07006369426751592,0.4975124378109453,0.044132397191574725,437,314
0.26,0.6933638443935927,0.0732484076433121,0.4945273631840796,0.04429956536275493,437,314
0.265,0.6727688787185355,0.07643312101910828,0.4593698175787728,0.04914744232698094,437,314
0.27,0.6567505720823799,0.08917197452229299,0.4235489220563847,0.06452691407556001,437,314
0.275,0.6430205949656751,0.10191082802547771,0.42122719734660036,0.07940488131059846,437,314
0.28,0.6270022883295194,0.11146496815286625,0.4185737976782753,0.09244399866265463,437,314
0.285,0.6064073226544623,0.1178343949044586,0.36849087893864013,0.09277833500501505,437,314
0.29,0.5949656750572082,0.12101910828025478,0.3409618573797678,0.10397860247408894,437,314
0.295,0.5812356979405034,0.12101910828025478,0.29187396351575456,0.10397860247408894,437,314
0.3,0.5537757437070938,0.12101910828025478,0.26235489220563846,0.10397860247408894,437,314
0.305,0.5354691075514875,0.12738853503184713,0.2593698175787728,0.1078234704112337,437,314
0.31,0.5148741418764302,0.1337579617834395,0.24344941956882254,0.10815780675359411,437,314
0.315,0.4874141876430206,0.1464968152866242,0.2086235489220564,0.13206285523236375,437,314
0.32,0.4622425629290618,0.15286624203821655,0.17379767827529022,0.1327315279170846,437,314
0.325,0.45308924485125857,0.1592356687898089,0.13598673300165837,0.13958542293547307,437,314
0.33,0.43249427917620137,0.16560509554140126,0.13266998341625208,0.14376462721497826,437,314
0.335,0.41189931350114417,0.1751592356687898,0.12902155887230515,0.1517886994316282,437,314
0.34,0.391304347826087,0.17834394904458598,0.12603648424543948,0.15262454028752925,437,314
0.345,0.36384439359267734,0.18152866242038215,0.12205638474295191,0.15914409896355733,437,314
0.35,0.34096109839816935,0.1910828025477707,0.11873963515754561,0.16883985289200937,437,314
0.355,0.33867276887871856,0.19745222929936307,0.11840796019900497,0.17786693413574056,437,314
0.36,0.32265446224256294,0.21019108280254778,0.11608623548922056,0.19408224674022065,437,314
0.365,0.3135011441647597,0.2197452229299363,0.11475953565505805,0.20310932798395184,437,314
0.37,0.30434782608695654,0.22929936305732485,0.11343283582089553,0.20361083249749248,437,314
0.375,0.2997711670480549,0.22929936305732485,0.11276948590381426,0.20361083249749248,437,314
0.38,0.2929061784897025,0.2356687898089172,0.10713101160862355,0.2039451688398529,437,314
0.385,0.2791762013729977,0.24522292993630573,0.10514096185737977,0.22166499498495487,437,314
0.39,0.2723112128146453,0.2515923566878981,0.10414593698175788,0.22216649949849548,437,314
0.395,0.2608695652173913,0.25796178343949044,0.1011608623548922,0.22316950852557674,437,314
0.4,0.2311212814645309,0.2643312101910828,0.06832504145936982,0.23219658976930793,437,314
0.405,0.2128146453089245,0.2770700636942675,0.06334991708126037,0.25359411568037443,437,314
0.41,0.2036613272311213,0.28343949044585987,0.06202321724709784,0.2668004012036108,437,314
0.415,0.1945080091533181,0.28662420382165604,0.06036484245439469,0.27632898696088265,437,314
0.42,0.18993135011441648,0.2961783439490446,0.05970149253731343,0.2866934135740555,437,314
0.425,0.18077803203661327,0.2961783439490446,0.05804311774461028,0.2866934135740555,437,314
0.43,0.17620137299771166,0.29936305732484075,0.05737976782752902,0.2868605817452357,437,314
0.435,0.17162471395881007,0.3057324840764331,0.056716417910447764,0.2871949180875961,437,314
0.44,0.16247139588100687,0.31210191082802546,0.048424543946932005,0.2980608492143096,437,314
0.445,0.16018306636155608,0.3184713375796178,0.04809286898839138,0.29889669007021064,437,314
0.45,0.15789473684210525,0.33121019108280253,0.04776119402985075,0.32480775660314276,437,314
0.455,0.15331807780320367,0.34076433121019106,0.04709784411276949,0.3340020060180542,437,314
0.46,0.15102974828375287,0.3471337579617834,0.046766169154228855,0.33450351053159477,437,314
0.465,0.14645308924485126,0.3535031847133758,0.046102819237147596,0.3348378468739552,437,314
0.47,0.14187643020594964,0.35668789808917195,0.04543946932006634,0.3350050150451354,437,314
0.475,0.13729977116704806,0.3630573248407643,0.04477611940298507,0.3455366098294885,437,314
0.48,0.13272311212814644,0.37261146496815284,0.04411276948590381,0.3463724506853895,437,314
0.485,0.12356979405034325,0.3821656050955414,0.042786069651741296,0.34770979605483116,437,314
0.49,0.11212814645308924,0.39171974522292996,0.041127694859038146,0.3640922768304915,437,314
0.495,0.10983981693363844,0.39171974522292996,0.04079601990049751,0.3640922768304915,437,314
0.5,0.10526315789473684,0.40764331210191085,0.040132669983416254,0.37228351721832165,437,314
0.505,0.09839816933638444,0.4140127388535032,0.03913764510779436,0.381477766633233,437,314
0.51,0.09610983981693363,0.42356687898089174,0.03880597014925373,0.3829822801738549,437,314
0.515,0.09610983981693363,0.43630573248407645,0.03880597014925373,0.4017051153460381,437,314
0.52,0.09610983981693363,0.4554140127388535,0.03880597014925373,0.42360414577064526,437,314
0.525,0.09153318077803203,0.46496815286624205,0.03814262023217247,0.43931795386158473,437,314
0.53,0.08237986270022883,0.47770700636942676,0.013266998341625208,0.4653961885656971,437,314
0.535,0.07322654462242563,0.49363057324840764,0.011940298507462687,0.4667335339351387,437,314
0.54,0.07322654462242563,0.5031847133757962,0.011940298507462687,0.47592778335005015,437,314
0.545,0.07093821510297482,0.5191082802547771,0.011608623548922056,0.5055165496489469,437,314
0.55,0.07093821510297482,0.5318471337579618,0.011608623548922056,0.5183884988298229,437,314
0.555,0.06864988558352403,0.5509554140127388,0.011276948590381426,0.5341023069207623,437,314
0.56,0.06864988558352403,0.5573248407643312,0.011276948590381426,0.5407890337679706,437,314
0.565,0.059496567505720827,0.5828025477707006,0.009950248756218905,0.5648612504179205,437,314
0.57,0.05491990846681922,0.5955414012738853,0.008955223880597015,0.573386827148111,437,314
0.575,0.05263157894736842,0.6114649681528662,0.008623548922056384,0.5830825810765631,437,314
0.58,0.05263157894736842,0.6210191082802548,0.008623548922056384,0.6128385155466399,437,314
0.585,0.04805491990846682,0.6464968152866242,0.007960199004975124,0.642761618187897,437,314
0.59,0.041189931350114416,0.6656050955414012,0.006965174129353234,0.6591440989635573,437,314
0.595,0.041189931350114416,0.6719745222929936,0.006965174129353234,0.6716817118020729,437,314
0.6,0.038901601830663615,0.6910828025477707,0.006633499170812604,0.6890672016048145,437,314
0.605,0.038901601830663615,0.7070063694267515,0.006633499170812604,0.7017719826145102,437,314
0.61,0.038901601830663615,0.7197452229299363,0.006633499170812604,0.7124707455700434,437,314
0.615,0.038901601830663615,0.732484076433121,0.006633499170812604,0.7230023403543965,437,314
0.62,0.036613272311212815,0.7388535031847133,0.006301824212271974,0.7238381812102975,437,314
0.625,0.036613272311212815,0.7611464968152867,0.006301824212271974,0.7447342026078235,437,314
0.63,0.034324942791762014,0.7770700636942676,0.005306799336650083,0.7529254429956537,437,314
0.635,0.034324942791762014,0.7866242038216561,0.005306799336650083,0.7748244734202607,437,314
0.64,0.034324942791762014,0.7993630573248408,0.005306799336650083,0.7754931461049817,437,314
0.645,0.029748283752860413,0.7993630573248408,0.004643449419568822,0.7754931461049817,437,314
0.65,0.029748283752860413,0.802547770700637,0.004643449419568822,0.7791708458709462,437,314
0.655,0.029748283752860413,0.8312101910828026,0.004643449419568822,0.8224674022066198,437,314
0.66,0.029748283752860413,0.8407643312101911,0.004643449419568822,0.8236375794048814,437,314
0.665,0.02745995423340961,0.8439490445859873,0.004311774461028192,0.8241390839184219,437,314
0.67,0.02745995423340961,0.8535031847133758,0.004311774461028192,0.8343363423604145,437,314
0.675,0.02745995423340961,0.8598726114649682,0.004311774461028192,0.8351721832163156,437,314
0.68,0.02517162471395881,0.8726114649681529,0.003648424543946932,0.8582413908391843,437,314
0.685,0.02517162471395881,0.8853503184713376,0.003648424543946932,0.8590772316950852,437,314
0.69,0.02517162471395881,0.8980891719745223,0.003648424543946932,0.8687729856235373,437,314
0.695,0.02517162471395881,0.9044585987261147,0.003648424543946932,0.8772985623537278,437,314
0.7,0.02517162471395881,0.9140127388535032,0.003648424543946932,0.8778000668672685,437,314
0.705,0.02517162471395881,0.9267515923566879,0.003648424543946932,0.8861584754262788,437,314
0.71,0.02288329519450801,0.9299363057324841,0.003316749585406302,0.886325643597459,437,314
0.715,0.020594965675057208,0.9331210191082803,0.0029850746268656717,0.8874958207957205,437,314
0.72,0.020594965675057208,0.9363057324840764,0.0029850746268656717,0.8881644934804414,437,314
0.725,0.020594965675057208,0.945859872611465,0.0029850746268656717,0.9015379471748579,437,314
0.73,0.020594965675057208,0.9522292993630573,0.0029850746268656717,0.9018722835172184,437,314
0.735,0.016018306636155607,0.9585987261146497,0.002321724709784411,0.9190906051487797,437,314
0.74,0.016018306636155607,0.9681528662420382,0.002321724709784411,0.9424941491140086,437,314
0.745,0.013729977116704805,0.9713375796178344,0.001990049751243781,0.9460046807087931,437,314
0.75,0.011441647597254004,0.9713375796178344,0.001658374792703151,0.9460046807087931,437,314
0.755,0.006864988558352402,0.9777070063694268,0.0009950248756218905,0.9555332664660648,437,314
0.76,0.004576659038901602,0.9840764331210191,0.0006633499170812604,0.9759277833500501,437,314
0.765,0.0,0.9872611464968153,0.0,0.9836175192243397,437,314
0.77,0.0,0.9904458598726115,0.0,0.9894684052156469,437,314
0.775,0.0,0.9904458598726115,0.0,0.9894684052156469,437,314
0.78,0.0,0.9936305732484076,0.0,0.9896355733868272,437,314
0.785,0.0,0.9936305732484076,0.0,0.9896355733868272,437,314
0.79,0.0,0.9968152866242038,0.0,0.9996656636576395,437,314
0.795,0.0,1.0,0.0,1.0,437,314
0.8,0.0,1.0,0.0,1.0,437,314
0.805,0.0,1.0,0.0,1.0,437,314
0.81,0.0,1.0,0.0,1.0,437,314
0.815,0.0,1.0,0.0,1.0,437,314
0.82,0.0,1.0,0.0,1.0,437,314
0.825,0.0,1.0,0.0,1.0,437,314
0.83,0.0,1.0,0.0,1.0,437,314
0.835,0.0,1.0,0.0,1.0,437,314
0.84,0.0,1.0,0.0,1.0,437,314
0.845,0.0,1.0,0.0,1.0,437,314
0.85,0.0,1.0,0.0,1.0,437,314
0.855,0.0,1.0,0.0,1.0,437,314
0.86,0.0,1.0,0.0,1.0,437,314
0.865,0.0,1.0,0.0,1.0,437,314
0.87,0.0,1.0,0.0,1.0,437,314
0.875,0.0,1.0,0.0,1.0,437,314
0.88,0.0,1.0,0.0,1.0,437,314
0.885,0.0,1.0,0.0,1.0,437,314
0.89,0.0,1.0,0.0,1.0,437,314
0.895,0.0,1.0,0.0,1.0,437,314
0.9,0.0,1.0,0.0,1.0,437,314
0.905,0.0,1.0,0.0,1.0,437,314
0.91,0.0,1.0,0.0,1.0,437,314
0.915,0.0,1.0,0.0,1.0,437,314
0.92,0.0,1.0,0.0,1.0,437,314
0.925,0.0,1.0,0.0,1.0,437,314
0.93,0.0,1.0,0.0,1.0,437,314
0.935,0.0,1.0,0.0,1.0,437,314
0.94,0.0,1.0,0.0,1.0,437,314
0.945,0.0,1.0,0.0,1.0,437,314
0.95,0.0,1.0,0.0,1.0,437,314
0.955,0.0,1.0,0.0,1.0,437,314
0.96,0.0,1.0,0.0,1.0,437,314
0.965,0.0,1.0,0.0,1.0,437,314
0.97,0.0,1.0,0.0,1.0,437,314
0.975,0.0,1.0,0.0,1.0,437,314
0.98,0.0,1.0,0.0,1.0,437,314
0.985,0.0,1.0,0.0,1.0,437,314
0.99,0.0,1.0,0.0,1.0,437,314
0.995,0.0,1.0,0.0,1.0,437,314
1.0,0.0,1.0,0.0,1.0,437,314
